0.|Did you actually participate in the GGJ 2020?|2.|8.1|8.2|8.3|9.|10.|1.|3.|4.|5.|6.|7.
2/26/2020 3:44:11|Yes|Oliveira do hospital, Portugal |Occasionally|Rarely|Never|We used discord to communicate with friends in other game jams|Online sources (websites, online documentation, etc.)|Male|19|Some college, no degree|Less than one year|No, the GGJ 2020 was my first game jam|Yes, as a hobbyist
2/26/2020 3:47:14|Yes|Montréal, Canada|Never|Never|Never||Mentors/organizers|Male|24|High school degree or equivalent (e.g. GED)|Less than one year|No, the GGJ 2020 was my first game jam|Yes, as a student
2/26/2020 3:49:09|Yes|Graz, Austria|Frequently|Very Frequently|Frequently|My role was sound designer and musician. I helped people find the right sound to their project. I also helped with some gameplay issues. People helped me by giving feedback to my music and sounds, organized infrastructure, internet connection, food. |Mentors/organizers|Male|37|Master’s degree (e.g. MA, MS, MEd)|One year|No, the GGJ 2020 was my first game jam|Yes, as a student
2/26/2020 3:54:44|Yes|Plouzané, France|Rarely|Never|Occasionally||Mentors/organizers|Male|20|High school degree or equivalent (e.g. GED)|Less than one year|Two game jams|Yes, as a student
2/26/2020 3:56:38|Yes|Fukuoka, Japan|Frequently|Occasionally|Frequently||Other jammers in the same location|Male|21|High school degree or equivalent (e.g. GED)|Three years|Three game jams|Yes, as a student
2/26/2020 4:13:33|Yes|Antwerp, Belgium|Occasionally|Rarely|Never|I was working with a software with which I wasn't too familiar, I knew some folks who knew it better than me and was able to ask about some more technical stuff |Organizers AND other jammers|Female|23|Master’s degree (e.g. MA, MS, MEd)|Five years|More than five game jams|Yes, as a student
2/26/2020 4:18:51|Yes|Colombo, Sri Lanka|Never|Never|Frequently|didnt really have that much of time to engage with the other groups in mid development. but the organizers were very helpful and supportive.|Online sources (websites, online documentation, etc.)|Male|24|Bachelor’s degree (e.g. BA, BS)|Two years|No, the GGJ 2020 was my first game jam|Yes, as a hobbyist
2/26/2020 4:26:02|Yes|Boston, United States of America|Occasionally|Rarely|Rarely|I was the only artist on a team, so no time to help other groups and nobody on my team could assist me. All the mentors were programmers, so no help their either. I got along fine, but worked independently on my part of the game.|Other jammers in the same location|Male|22|Bachelor’s degree (e.g. BA, BS)|I have never been involved with game development before the GGJ 2020|No, the GGJ 2020 was my first game jam|No, I haven't
2/26/2020 4:26:05|Yes|İstanbul,Turkey|Frequently|Occasionally|Occasionally||Other jammers in the same location|Male|25|Bachelor’s degree (e.g. BA, BS)|One year|Three game jams|Yes, as a hobbyist
2/26/2020 4:29:19|Yes|Angoulême, France|Occasionally|Occasionally|Never||Other jammers in the same location|Male|21|Bachelor’s degree (e.g. BA, BS)|Two years|Two game jams|No, I haven't
2/26/2020 4:30:46|Yes|France|Rarely|Rarely|Occasionally||Online sources (websites, online documentation, etc.)|Male|28|Master’s degree (e.g. MA, MS, MEd)|Two years|Two game jams|Yes, as a student
2/26/2020 4:44:50|Yes|Moscow, Russia|Occasionally|Rarely|Rarely|Other jammers tried to help us with programming, organizers helped to with navigation around the place.|Other jammers in the same location|Female|19|High school degree or equivalent (e.g. GED)|One year|No, the GGJ 2020 was my first game jam|Yes, as a student
2/26/2020 4:52:34|Yes|Paris|Occasionally|Occasionally|Rarely||Other jammers in the same location|Male|22|Some college, no degree|Two years|Yes, one game jam|Yes, as a student
2/26/2020 4:52:50|Yes|Bucharest, Romania|Occasionally|Occasionally|Occasionally||Other jammers in the same location|Male|37|Bachelor’s degree (e.g. BA, BS)|One year|No, the GGJ 2020 was my first game jam|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/26/2020 4:55:40|Yes|Bordeaux|Never|Rarely|Never||Online sources (websites, online documentation, etc.)|Male|20|High school degree or equivalent (e.g. GED)|Two years|No, the GGJ 2020 was my first game jam|Yes, as a student
2/26/2020 4:56:27|Yes|Erbil, Iraq|Frequently|Frequently|Very Frequently||Online sources (websites, online documentation, etc.)|Male|27|Bachelor’s degree (e.g. BA, BS)|I have never been involved with game development before the GGJ 2020|No, the GGJ 2020 was my first game jam|No, I haven't
2/26/2020 4:57:20|Yes|Málaga Spain|Occasionally|Very Frequently|Very Frequently||Mentors/organizers|Male|21|Master’s degree (e.g. MA, MS, MEd)|Less than one year|No, the GGJ 2020 was my first game jam|Yes, as a student
2/26/2020 5:01:14|Yes|Sofia, Bulgaria|Never|Occasionally|Never||Online sources (websites, online documentation, etc.)|Male|39|Bachelor’s degree (e.g. BA, BS)|I have never been involved with game development before the GGJ 2020|No, the GGJ 2020 was my first game jam|No, I haven't
2/26/2020 5:02:03|Yes|Warsaw, Poland|Very Frequently|Very Frequently|Frequently||Other jammers in the same location|Male|18|High school degree or equivalent (e.g. GED)|Three years|Yes, one game jam|Yes, as a student
2/26/2020 5:05:03|Yes|Paris, France|Frequently|Rarely|Frequently||Other jammers in the same location|Female|19|Some college, no degree|One year|No, the GGJ 2020 was my first game jam|Yes, as a student
2/26/2020 5:06:07|Yes|Davis, CA|Very Frequently|Very Frequently|Very Frequently|The organizers and other jammers were part of the club that I was in, Game Dev and Arts Club, which also included professors who loved game dev too. It was very fun to talk to everyone else also passionate about the thing that I love to do.|Other jammers in the same location|Female|21|High school degree or equivalent (e.g. GED)|Two years|Three game jams|Yes, as a student
2/26/2020 5:06:56|Yes|Makati City, Philippines|Never|Frequently|Occasionally|I mostly helped underclassmen with issues in their development and seeked more ideas for my own game from my teammates.|Online sources (websites, online documentation, etc.)|Female|20|High school degree or equivalent (e.g. GED)|Four years|Two game jams|Yes, as a student
2/26/2020 5:09:49|Yes|Antwerp, belgium|Occasionally|Occasionally|Occasionally||Other jammers in the same location|Female|20|Some college, no degree|I have never been involved with game development before the GGJ 2020|No, the GGJ 2020 was my first game jam|Yes, as a student
2/26/2020 5:14:45|Yes|Malaga,Spain|Very Frequently|Very Frequently|Very Frequently|Its fun to look around other projects and play test the other games. You ger ideas an also you help other developers.|Mentors/organizers|Female|24|Professional degree (e.g. MD, DDS, DVM)|Five years|Three game jams|Yes,  professionally (employed)
2/26/2020 5:15:42|Yes|Sofia|Occasionally|Rarely|Never||Other jammers in the same location|Male|28|Some college, no degree|Less than one year|Yes, one game jam|Yes,  professionally (employed)
2/26/2020 5:21:35|Yes|Sofia, Bulgaria |Occasionally|Occasionally|Occasionally||Online sources (websites, online documentation, etc.)|Male|24|Bachelor’s degree (e.g. BA, BS)|Less than one year|No, the GGJ 2020 was my first game jam|Yes, as a live action game deisgner.
2/26/2020 5:24:18|Yes|Moscow, Russia|Rarely|Rarely|Rarely|-|Online sources (websites, online documentation, etc.)|Male|28|Some college, no degree|More than five years|Two game jams|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/26/2020 5:26:57|Yes|Paris, France|Occasionally|Very Frequently|Occasionally||Other jammers in the same location|Male|20|High school degree or equivalent (e.g. GED)|Three years|More than five game jams|Yes, as a hobbyist and now as a student
2/26/2020 5:31:33|Yes|Sapporo, Japan|Frequently|Occasionally|Frequently|Orally or Chat.|Other jammers in the same location|Male|22|Bachelor’s degree (e.g. BA, BS)|Four years|No, the GGJ 2020 was my first game jam|Yes, as a student
2/26/2020 5:37:04|Yes|Sweden|Occasionally|Occasionally|Occasionally||Other jammers in the same location|Male|24|Some college, no degree|Less than one year|Yes, one game jam|Yes, as a hobbyist
2/26/2020 5:40:49|Yes|Milano, Italy|Never|Never|Never||Online sources (websites, online documentation, etc.)|Male|22|High school degree or equivalent (e.g. GED)|Less than one year|No, the GGJ 2020 was my first game jam|Yes, as a student
2/26/2020 5:41:29|Yes|stafford, united kingdom|Occasionally|Rarely|Frequently||Mentors/organizers|Male|18|High school degree or equivalent (e.g. GED)|I have never been involved with game development before the GGJ 2020|No, the GGJ 2020 was my first game jam|No, I haven't
2/26/2020 5:44:28|Yes|South africa |Rarely|Frequently|Very Frequently||People participating in the jam, but in other location|Female|23|Some college, no degree|One year|Yes, one game jam|No, I haven't
2/26/2020 5:44:40|Yes|Los Angeles, USA|Occasionally|Frequently|Rarely|"A local organizer checked in with us to see if we had a first playable (a demo of our core mechanics and systems) after the first 24 hours.
I helped other teams by providing shaders I created during the jam, and I supported my teammates by teaching them 3D modeling skills in Maya. Other teams were a great help in play testing and giving feedback to our team's game and it was inspiring to be around a huge group of people all working towards finishing their games."|Other jammers in the same location|Female|21|Bachelor’s degree (e.g. BA, BS)|Four years|Four game jams|Yes,  professionally (employed)
2/26/2020 5:45:57|Yes|Wellington, New Zealand|Rarely|Never|Rarely|We had a team from a development studio so we didn't take the time to ask for outside help too much. Likewise, we didn't take too much time to offer help others.|Other jammers in the same location|Male|37|Some college, no degree|More than five years|More than five game jams|Yes,  professionally (employed)
2/26/2020 5:47:02|Yes|Brazil|Rarely|Frequently|Rarely|I prefer to help than be helped.|Online sources (websites, online documentation, etc.)|Male|26|Bachelor’s degree (e.g. BA, BS)|More than five years|More than five game jams|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/26/2020 5:47:38|Yes|Angouleme, France|Never|Occasionally|Never|I don't tend to talk a lot we the others as I'm a bit reserved. I mainly work with my team.|Mentors/organizers|Male|23|Master’s degree (e.g. MA, MS, MEd)|More than five years|Four game jams|Yes,  professionally (employed)
2/26/2020 5:49:07|Yes|Riga, Latvia|Rarely|Rarely|Rarely||Mentors/organizers|Male|26|Bachelor’s degree (e.g. BA, BS)|Three years|More than five game jams|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/26/2020 5:50:43|Yes|Randburg, South Africa|Occasionally|Frequently|Occasionally|I collaborated and got assistance from many members of my team. I also play tested others to assist them and got them to play test hours to assist us|Online sources (websites, online documentation, etc.)|Male|33|Doctorate (e.g. PhD, EdD)|Five years|Three game jams|Yes,  professionally (employed)
2/26/2020 5:51:05|Yes|Cape Town, South africa|Rarely|Frequently|Occasionally|Organizers provided nice snacks and drinks to keep us going throughout the weekend.|Online sources (websites, online documentation, etc.)|Male|28|Master’s degree (e.g. MA, MS, MEd)|Three years|Two game jams|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/26/2020 5:51:53|Yes|Bordeaux France|Rarely|Occasionally|Rarely||Other jammers in the same location|Male|19|High school degree or equivalent (e.g. GED)|One year|No, the GGJ 2020 was my first game jam|Yes, as a student
2/26/2020 5:52:59|Yes|Hifa, Israel|Rarely|Rarely|Occasionally|"I helped others by being a nice and carring person, also i had some ideas that spark others imagination 
Our team asked for help mainly on technical things like coding "|Mentors/organizers|Male|29|High school degree or equivalent (e.g. GED)|Less than one year|No, the GGJ 2020 was my first game jam|Yes, as a hobbyist
2/26/2020 5:59:31|Yes|Bucharest, Romania|Frequently|Very Frequently|Occasionally|in both cases we playtested each others games and shared ideas and opinions |Other jammers in the same location|Male|26|High school degree or equivalent (e.g. GED)|Four years|Three game jams|Yes,  professionally (employed)
2/26/2020 6:02:55|Yes|Bordeaux, France|Never|Occasionally|Never||Other jammers in the same location|Female|18|Bachelor’s degree (e.g. BA, BS)|Less than one year|Two game jams|Yes, as a student
2/26/2020 6:09:17|Yes|Vancouver BC|Very Frequently|Occasionally|Rarely|I didn't notice we have mentors actually，I learned a lot of things from my teammates this year|Other jammers in the same location|Female|24|Bachelor’s degree (e.g. BA, BS)|Four years|Two game jams|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/26/2020 6:12:15|Yes|Marseille, France|Rarely|Never|Never|i was help by other group to discover technology whitch i didn't know|Online sources (websites, online documentation, etc.)|Male|20|Less than a high school diploma|Two years|No, the GGJ 2020 was my first game jam|Yes, as a student
2/26/2020 6:12:24|Yes|Bordeaux, France|Rarely|Never|Never|I never help the other cause i'm focus on my work|Other jammers in the same location|Male|18|Bachelor’s degree (e.g. BA, BS)|Less than one year|No, the GGJ 2020 was my first game jam|Yes, as a student
2/26/2020 6:12:37|Yes|Angoulême, France|Rarely|Rarely|Occasionally||Mentors/organizers|Male|27|Master’s degree (e.g. MA, MS, MEd)|Four years|More than five game jams|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/26/2020 6:13:50|Yes|Moscow|Never|Rarely|Never||People not participating in the jam|Male|23|Some college, no degree|Three years|No, the GGJ 2020 was my first game jam|No, I haven't
2/26/2020 6:16:44|Yes|Cape Town, South Africa (but not at the official venue)|Occasionally|Occasionally|Occasionally|Within our team we were continually bouncing ideas off each other. We didn't jam at the venue, but jammed elsewhere with another two jammers. So we spoke about their ideas too. I'm still quite junior when it comes to programming so I got some techincal guidance from them - we didn't really have internet access so this was helpful. |Other jammers in the same location|Prefer not to say|29|Bachelor’s degree (e.g. BA, BS)|Three years|More than five game jams|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/26/2020 6:18:53|Yes|Istanbul, Turkey|Occasionally|Rarely|Occasionally||Other jammers in the same location|Male|24|Bachelor’s degree (e.g. BA, BS)|Less than one year|No, the GGJ 2020 was my first game jam|Yes,  professionally (employed)
2/26/2020 6:21:11|Yes|Moscow, Russia|Occasionally|Occasionally|Occasionally||Mentors/organizers|Female|45|Doctorate (e.g. PhD, EdD)|Less than one year|No, the GGJ 2020 was my first game jam|Yes, as a hobbyist
2/26/2020 6:23:06|Yes|Victoria, Canada|Occasionally|Occasionally|Rarely|Everybody helped everybody else. That's what I love about it.|Other jammers in the same location|Male|37|Master’s degree (e.g. MA, MS, MEd)|Less than one year|Two game jams|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/26/2020 6:24:15|Yes|Wellington  nz|Rarely|Very Frequently|Very Frequently||People participating in the jam, but in other location|Male|28|Bachelor’s degree (e.g. BA, BS)|Three years|Three game jams|Yes,  professionally (employed)
2/26/2020 6:25:55|Yes|Milan, Italy|Occasionally|Occasionally|Occasionally|Is 48h is difficult to help other people to finish their works|Other jammers in the same location|Female|20|High school degree or equivalent (e.g. GED)|One year|No, the GGJ 2020 was my first game jam|Yes, as a student
2/26/2020 6:27:21|Yes|York, UK|Never|Never|Never|Due to limited access to site.|Mentors/organizers|Male|37|Bachelor’s degree (e.g. BA, BS)|Five years|Five game jams|Yes,  professionally (employed)
2/26/2020 6:28:18|Yes|Reseda,  United States|Rarely|Rarely|Rarely||Online sources (websites, online documentation, etc.)|Male|25|Some college, no degree|Five years|More than five game jams|Yes, as a hobbyist
2/26/2020 6:28:48|Yes|cairo,smart village|Very Frequently|Very Frequently|Very Frequently|when someone find me,he/she came to ask me if these is any thing hard to understand |Online sources (websites, online documentation, etc.)|Male|16|High school degree or equivalent (e.g. GED)|Three years|Yes, one game jam|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/26/2020 6:29:10|Yes|Google Campus, Warsaw, Poland|Rarely|Frequently|Occasionally|Asked and got answer during the jam. Organizers were helpful and also participate to make a game so I felt like they are part of the team|Other jammers in the same location|Male|38|Master’s degree (e.g. MA, MS, MEd)|More than five years|Three game jams|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/26/2020 6:32:49|Yes|Milan, ItalY|Rarely|Rarely|Rarely|I worked expecially alone: I was the only music producer in my team, so the other members trusted me.|Online sources (websites, online documentation, etc.)|Male|23|High school degree or equivalent (e.g. GED)|Less than one year|No, the GGJ 2020 was my first game jam|Yes, as a student
2/26/2020 6:37:47|Yes|Johannesburg,South Africa |Never|Never|Never|I sought help within my own team, but we did not really interact with other teams, besides out of curiosity to see what they were working on. |Online sources (websites, online documentation, etc.)|Male|21|Bachelor’s degree (e.g. BA, BS)|Three years|Two game jams|Yes, as a student
2/26/2020 6:39:39|Yes|Winchester, England|Frequently|Occasionally|Very Frequently||Other jammers in the same location|Prefer not to say|19|High school degree or equivalent (e.g. GED)|Less than one year|No, the GGJ 2020 was my first game jam|Yes, as a student
2/26/2020 6:41:55|Yes|Vancouver, BC|Very Frequently|Rarely|Never|I mostly try to google when I run into a problem, otherwise, I will ask a group member or someone around me without interrupting their work.|Online sources (websites, online documentation, etc.)|Female|24|Bachelor’s degree (e.g. BA, BS)|One year|No, the GGJ 2020 was my first game jam|Yes, as a hobbyist
2/26/2020 6:48:54|Yes|Iraq, Erbil|Frequently|Frequently|Occasionally|sometimes we can get confused during this event, which is about what kind of game it is creating so sometimes we can exchange ideas with other friends there for us to create a beautiful game|Online sources (websites, online documentation, etc.)|Male|26|Some college, no degree|Two years|Three game jams|Yes, as a student
2/26/2020 6:49:46|Yes|Rome, Italy|Never|Never|Never|N/A I didn't really collaborate|Other jammers in the same location|Prefer not to say|24|Bachelor’s degree (e.g. BA, BS)|More than five years|More than five game jams|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/26/2020 6:54:29|Yes|Hamilton, New Zealand|Rarely|Never|Never|I didnt|Mentors/organizers|Male|33|Some college, no degree|More than five years|More than five game jams|Yes, as a hobbyist
2/26/2020 7:00:45|Yes|Catania|Occasionally|Occasionally|Rarely|Me and my teammate speaks about some ideas woth another team during the brain-storming |Other jammers in the same location|Male|27|High school degree or equivalent (e.g. GED)|Two years|Two game jams|Yes, as a student
2/26/2020 7:01:55|Yes|Evry, France|Never|Never|Rarely||Mentors/organizers|Female|20|High school degree or equivalent (e.g. GED)|One year|Four game jams|Yes, as a student
2/26/2020 7:02:36|Yes|Angouleme, France|Occasionally|Rarely|Frequently|Mentors tried to give us parts of code. Otherwise there wasn't much exchange between jammers|Mentors/organizers|Female|25|Master’s degree (e.g. MA, MS, MEd)|Two years|Four game jams|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/26/2020 7:08:39|Yes|Victoria, Canada|Never|Rarely|Never|Some guy asked us about his idea once and the rest of the people left us alone.|the taco place next door. They had some good burritos|Female|22|Some college, no degree|More than five years|Two game jams|Yes, as a hobbyist
2/26/2020 7:09:07|Yes|Israel Collage of Animation, Israel|Occasionally|Frequently|Frequently||Mentors/organizers|Male|29|Some college, no degree|Less than one year|No, the GGJ 2020 was my first game jam|No, I haven't
2/26/2020 7:13:30|Yes|Sofia, Bulgaria|Frequently|Frequently|Frequently|When there was a problem, I went around and requested help which was quickly answered by fellow game jammers . |Other jammers in the same location|Female|29|Bachelor’s degree (e.g. BA, BS)|Less than one year|No, the GGJ 2020 was my first game jam|No, I haven't
2/26/2020 7:24:36|Yes|Hertfordshire England|Never|Rarely|Rarely||Mentors/organizers|Female|19|Some college, no degree|Two years|Yes, one game jam|Yes, as a student
2/26/2020 7:32:30|Yes|Johannesburg |Never|Never|Never|N/A|Online sources (websites, online documentation, etc.)|Male|21|Bachelor’s degree (e.g. BA, BS)|Three years|Yes, one game jam|Yes, as a student
2/26/2020 7:38:54|Yes|Lisbon, Portugal.|Occasionally|Occasionally|Occasionally||Other jammers in the same location|Male|34|Master’s degree (e.g. MA, MS, MEd)|Five years|Three game jams|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/26/2020 7:40:01|Yes|Sofia, Bulgaria|Occasionally|Occasionally|Never|I don't give advices unless asked, and rarely do I seek help.|All of the above|Male|33|Bachelor’s degree (e.g. BA, BS)|More than five years|Five game jams|Yes,  professionally (employed)
2/26/2020 7:47:42|Yes|san jose, usa|Occasionally|Never|Never||Other jammers in the same location|Male|37|Bachelor’s degree (e.g. BA, BS)|One year|Two game jams|Yes, as a hobbyist
2/26/2020 7:53:11|Yes|Germany |Occasionally|Rarely|Never||Online sources (websites, online documentation, etc.)|Female|26|Some college, no degree|Four years|Five game jams|Yes, as a student
2/26/2020 7:53:48|Yes|Antwerp, Belgium|Never|Never|Never||Other jammers in the same location|Male|28|High school degree or equivalent (e.g. GED)|Three years|More than five game jams|Yes,  professionally (employed)
2/26/2020 7:58:26|Yes|Catania, Italy|Rarely|Never|Occasionally|The mentor helped my team when se had problems. I never helped other people because i barely studied game dev, my degree Is on generic computer science. |Online sources (websites, online documentation, etc.)|Male|27|High school degree or equivalent (e.g. GED)|Less than one year|No, the GGJ 2020 was my first game jam|No, I haven't
2/26/2020 8:05:17|Yes|Cergy, France|Never|Frequently|Never|I helped make graphic assets for my husband's team.|Online sources (websites, online documentation, etc.)|Female|27|Master’s degree (e.g. MA, MS, MEd)|I have never been involved with game development before the GGJ 2020|No, the GGJ 2020 was my first game jam|No, I haven't
2/26/2020 8:11:57|Yes|Halifax, Canada |Never|Never|Never|I only worked within my own team. All interactions with others were just social, joking around, not related to the game we were making |Online sources (websites, online documentation, etc.)|Female|19|High school degree or equivalent (e.g. GED)|More than five years|Four game jams|Yes, as a hobbyist
2/26/2020 8:13:05|Yes|Rome, Italy|Rarely|Rarely|Rarely|Every now and again people from other groups would come and chat and we exchanged ideas, other times we would ask someone for technical help but alltogether we (or I) didnt interact much with the other groups|Other jammers in the same location|Male|22|High school degree or equivalent (e.g. GED)|One year|No, the GGJ 2020 was my first game jam|Yes, as a student
2/26/2020 8:17:03|Yes|Málaga, Spain|Rarely|Occasionally|Rarely|People at GGJ in Malaga sometimes walks around seeing and asking about the games people are making (and so do I). It's a common practice to give feedback when people knows abaout the game you are developing|Other jammers in the same location|Male|26|Master’s degree (e.g. MA, MS, MEd)|Four years|More than five game jams|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/26/2020 8:21:22|Yes|Germany|Rarely|Rarely|Rarely||Other jammers in the same location|Female|27|Master’s degree (e.g. MA, MS, MEd)|Four years|Three game jams|Yes,  professionally (employed)
2/26/2020 8:26:03|Yes|Milan|Frequently|Frequently|Occasionally||Other jammers in the same location|Male|35|Some college, no degree|Four years|Yes, one game jam|Yes,  professionally (employed)
2/26/2020 8:27:00|Yes|Saint-Andre, Reunion|Frequently|Frequently|Frequently|Even if were not in the same teams there was always a problem somewhere so people were navigating from team to team to get developpement ideas to solve issues with a code or to get musical ideas even if you are not a real musician people can help you with the little knowledge like playing a riff they found|Other jammers in the same location|Male|17|Less than a high school diploma|One year|No, the GGJ 2020 was my first game jam|Yes, as a student
2/26/2020 8:27:41|Yes|Dublin, Ireland|Rarely|Never|Never||Mentors/organizers|Male|22|Some college, no degree|Four years|Yes, one game jam|Yes, as a hobbyist
2/26/2020 8:35:36|Yes|Visby, Sweden.|Occasionally|Very Frequently|Rarely|Since Im more experienced in the field, as well as a student. I worked with first year game students, helped them with technical problems, and gave them tips on what and what not to do.|Other jammers in the same location|Male|27|Bachelor’s degree (e.g. BA, BS)|Three years|More than five game jams|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/26/2020 8:35:49|Yes|İstanbul|Occasionally|Occasionally|Occasionally|About codes(bool)|Other jammers in the same location|Male|27|Bachelor’s degree (e.g. BA, BS)|Five years|Four game jams|Yes, as a student
2/26/2020 8:40:32|Yes|Milan|Never|Never|Never||No need for help! I Believe in myself|Male|25|Bachelor’s degree (e.g. BA, BS)|Two years|Four game jams|Yes, as a hobbyist
2/26/2020 8:44:32|Yes|Porto, Portugal|Frequently|Rarely|Frequently|The help came mostly from getting an opinion and ideas from outside the group.|Other jammers in the same location|Male|19|Some college, no degree|Less than one year|No, the GGJ 2020 was my first game jam|Yes, as a student
2/26/2020 8:48:07|Yes|Busan, Korea|Occasionally|Occasionally|Rarely|"The Mentor told me about the flip function in Unity Engine.
Also, I told jammer about texture change tech."|Online sources (websites, online documentation, etc.)|Male|24|Bachelor’s degree (e.g. BA, BS)|Less than one year|Yes, one game jam|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/26/2020 8:55:39|Yes|Irvine, CA|Occasionally|Occasionally|Rarely|Talking with other people about their contacts and knowledge/information|Other jammers in the same location|Prefer not to say|19|Some college, no degree|Two years|Three game jams|Yes, as a student
2/26/2020 8:56:48|Yes|Belgium, Antwerp|Rarely|Frequently|Frequently|i know the organizers personaly and know their skills so if i had some questions around this field i could rely on them. Also because i have gooten some experience in game development and game jams i was helpfull for first time jammers and people that don't have much experience. |Other jammers in the same location|Male|25|Master’s degree (e.g. MA, MS, MEd)|Four years|More than five game jams|Yes, as a student
2/26/2020 8:59:01|Yes|Graz, Austria|Frequently|Occasionally|Occasionally|I gave some tips on how to implement something in Unity. When you tell your idea somebody they will often point out problems in the design early on. Whenever you get stuck creatively, you can just bounce some ideas off of somebody nearby and that will help you get unstuck.|Other jammers in the same location|Male|24|Bachelor’s degree (e.g. BA, BS)|More than five years|More than five game jams|Yes, as a hobbyist
2/26/2020 9:08:23|Yes|Etic Algarve, Faro|Never|Rarely|Rarely||Other jammers in the same location|Male|16|Less than a high school diploma|I have never been involved with game development before the GGJ 2020|No, the GGJ 2020 was my first game jam|No, I haven't
2/26/2020 9:09:02|Yes|Paris, FRANCE|Occasionally|Frequently|Never|Code issues / Code issues|People participating in the jam, but in other location|Male|24|Bachelor’s degree (e.g. BA, BS)|Two years|No, the GGJ 2020 was my first game jam|Yes, as a student
2/26/2020 9:14:53|Yes|Lyon, France|Never|Never|Never|I was too buzy and focus for talk to the other groups.|Online sources (websites, online documentation, etc.)|Male|21|Less than a high school diploma|Two years|Two game jams|Yes, as a student
2/26/2020 9:16:11|Yes|Budapest, Hungary|Frequently|Never|Never||Other jammers in the same location|Male|22|Bachelor’s degree (e.g. BA, BS)|One year|No, the GGJ 2020 was my first game jam|No, I haven't
2/26/2020 9:16:39|Yes|Roubaix, France|Rarely|Occasionally|Never|I was few other jamers' teacher in developpment and they naturally asked me technical questions|Online sources (websites, online documentation, etc.)|Male|34|Bachelor’s degree (e.g. BA, BS)|More than five years|Two game jams|Employed, Independent and teacher in game development
2/26/2020 9:22:28|Yes|Turkey|Occasionally|Rarely|Occasionally||Mentors/organizers|Male|23|Bachelor’s degree (e.g. BA, BS)|One year|No, the GGJ 2020 was my first game jam|Yes, as a hobbyist
2/26/2020 9:25:26|Yes|Sofia, Bulgaria|Rarely|Frequently|Never|Local organizers didn't give us much technical support, but they did provide us with electricity, wifi, a roof, food, coffee...|Other jammers in the same location|Male|26|High school degree or equivalent (e.g. GED)|More than five years|More than five game jams|Yes,  professionally (employed)
2/26/2020 9:25:39|Yes|Lusaka, Zambia.|Rarely|Rarely|Rarely||Other jammers in the same location|Apache AH-64|18|High school degree or equivalent (e.g. GED)|Five years|No, the GGJ 2020 was my first game jam|Yes, as a hobbyist
2/26/2020 9:41:48|Yes|Avellino, Italy|Occasionally|Occasionally|Occasionally|Basically we were splitted in team but if somebody of our team had problem even members from the other teams tried to help and viceversa|Other jammers in the same location|Male|21|High school degree or equivalent (e.g. GED)|Two years|Two game jams|Yes, as a student
2/26/2020 9:44:25|Yes|Furtwangen, Germany|Rarely|Frequently|Rarely|I did the 3D Modelling|Other jammers in the same location|Male|21|Some college, no degree|Five years|No, the GGJ 2020 was my first game jam|Yes, as a hobbyist
2/26/2020 9:52:33|Yes|Cergy, France|Very Frequently|Very Frequently|Frequently|I was very often helped by other jamers ! It was really great and I felt proud to be helpful too ! I helped by providing assets and some technical solutions. Some jamers helped me to debug my code (Thank you Lucas, you're our savior TT_TT), it was sooooo good !!|Other jammers in the same location|Female|20|Bachelor’s degree (e.g. BA, BS)|More than five years|No, the GGJ 2020 was my first game jam|as hobbyist AND student (differents games and means)
2/26/2020 9:55:09|Yes|Montevideo, Uruguay|Occasionally|Occasionally|Occasionally|From people of the jam (participants and organizers)|Mentors/organizers|Male|30|Some college, no degree|Less than one year|No, the GGJ 2020 was my first game jam|Yes, as a student
2/26/2020 9:56:14|Yes|South Africa|Occasionally|Rarely|Frequently||Other jammers in the same location|Male|21|Some college, no degree|Two years|Yes, one game jam|Yes, as a student
2/26/2020 9:56:32|Yes|Curitiba, Brasil|Never|Never|Rarely|O local da Jam teve 600 participantes, e 1 lanchonete para atender esse exercito. Fiquei 2 horas na fila para pegar minha janta|Online sources (websites, online documentation, etc.)|Male|27|Some college, no degree|More than five years|Two game jams|Yes, as a hobbyist
2/26/2020 9:59:00|Yes|FEU Tech, Manila, Philippines|Occasionally|Occasionally|Rarely| |Mentors/organizers|Female|22|Bachelor’s degree (e.g. BA, BS)|Five years|Two game jams|Yes, as a student
